row_id,stage,instance,input_path,input_sha256,arm,K0,timing_rule,timing_threshold,point_rule,envelope_mode,lookahead_mode,process_cap_seconds,required_checkpoints_seconds,acceptable_terminal,executable_sha256,expected_evidence_files,completion_state,run_directory,parent_id,parent_lower,parent_upper,selection_use,strict_certificate,local_parent_exact,honest_cap,seconds,work,nodes,lp_work,partial_mip_work,terminal_mip_work,split_count,initial_interval_count,final_interval_count,lp_jobs,target_mip_jobs,terminal_mip_jobs,peak_memory_gb,lower_bound,verified_upper_bound,relative_gap,failure_reason,directory
cf__moderate_seed3301__k4__L0__retain,true_counterfactual_development,moderate_seed3301,reference/hard_stress/V20_M3/moderate_seed3301.txt,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__moderate_seed3301__k4__L0__retain,L0,0,0.012288138166186287,true,False,True,False,56.6451861,18.792858636389788,9.0,2.366763569292044,0.0,16.426095067097744,0,1,1,7,0,1,0.079254746,1e+100,0.04915255266474515,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__moderate_seed3301__k4__L0__retain
cf__moderate_seed3301__k4__L1__retain,true_counterfactual_development,moderate_seed3301,reference/hard_stress/V20_M3/moderate_seed3301.txt,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__moderate_seed3301__k4__L1__retain,L1,0.012288138166186287,0.024576276332372575,true,False,False,True,3580.0682973,6462.621486302355,51892.0,3.845361728306328,0.0,6458.7761245740485,0,1,1,9,0,1,0.248570339,0.04838816283393132,0.04915255266474515,0.015551376060313813,overall_global_deadline,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__moderate_seed3301__k4__L1__retain
cf__moderate_seed3301__k4__L2__retain,true_counterfactual_development,moderate_seed3301,reference/hard_stress/V20_M3/moderate_seed3301.txt,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__moderate_seed3301__k4__L2__retain,L2,0.024576276332372575,0.036864414498558859,true,False,True,False,633.6737121,1062.7089073661325,6900.0,3.6003635037500508,0.0,1059.1085438623825,0,1,1,7,0,1,0.148462417,1e+100,0.04915255266474515,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__moderate_seed3301__k4__L2__retain
cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__retain,true_counterfactual_development,round32_multi_m_tight_T_V50_M2_seed104207248,reference/qualification_round32/V50_M2/round32_multi_m_tight_T_V50_M2_seed104207248.txt,07b345d3a957f98bf3df3218728c6ce7110efc708ba138ec49ba0d9f3cc4d09f,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__retain,L1,0.245,0.48999999999999999,true,False,True,False,1071.9836258,2715.6365853772545,1303.0,58.26352674827966,0.0,2657.373058628975,0,1,1,7,0,1,0.825358,1e+100,2.854148761708783,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round32_multi_m_tight_T_V50_M2_seed104207248__k4__L1__retain
cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__retain,true_counterfactual_development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,reference/qualification_round39/small-hard/round39_small_hard_V10_M3_Q20_slot04_seed1145042375.txt,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,retain,1,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__retain,K1ROOT,0,0.50454385216420738,true,False,True,False,9.8436307,13.648273818869889,1245.0,1.4349048695139848,0.0,12.213368949355903,0,1,1,9,0,1,0.023325637,0.5045438521642086,0.5045438521642074,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k1__K1ROOT__retain
cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__retain,true_counterfactual_development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,reference/qualification_round39/small-hard/round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,retain,1,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__retain,K1ROOT,0,0.64711643345550207,true,False,True,False,121.076854,228.04165134810466,6998.0,3.874596991993153,0.0,224.16705435611152,0,1,1,9,0,1,0.119877326,0.6471163661350579,0.6471164334555021,1.04031424236467e-07,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k1__K1ROOT__retain
cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__retain,true_counterfactual_development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,reference/qualification_round39/small-hard/round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,retain,1,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__retain,K1ROOT,0,0.50642278922416295,true,False,True,False,217.9820332,393.9540930127379,27104.0,3.798423578906832,0.0,390.1556694338311,0,1,1,9,0,1,0.172351312,0.506343307565206,0.506343307565206,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k1__K1ROOT__retain
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__retain,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,reference/qualification_round39/small-medium/round39_small_medium_V10_M2_Q20_slot05_seed968549317.txt,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,retain,1,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__retain,K1ROOT,0,0.13561306168269485,true,False,True,False,39.448328,67.34000691823582,3070.0,0.8365481613962096,0.0,66.5034587568396,0,1,1,9,0,1,0.051505657,0.12152565367470174,0.1215256536747018,5.709818210467038e-16,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k1__K1ROOT__retain
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__retain,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,reference/qualification_round39/small-medium/round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,retain,1,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__retain,K1ROOT,0,0.049468682614419446,true,False,True,False,689.6980381,1547.2490689407362,19489.0,3.205520849241465,0.0,1544.0435480914946,0,1,1,9,0,1,0.216291508,0.0450015500556283,0.04500155005562836,1.2335386483940687e-15,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k1__K1ROOT__retain
cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__retain,post_selection_counterfactual,round39_small_hard_V10_M2_Q20_slot03_seed490008310,reference/qualification_round39/small-hard/round39_small_hard_V10_M2_Q20_slot03_seed490008310.txt,dbebfddba913f84028ddd0320c4981c67f861590b1acd1cd9bd443a6988226e7,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__retain,L0,0,0.1366293689664799,false,False,True,False,2.2203052,1.2934563573814588,1.0,0.8517805681116847,0.0,0.4416757892697742,0,1,1,7,0,1,0.015249709,1e+100,0.5465174758659196,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4__L0__retain
cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__retain,post_selection_counterfactual,round39_small_medium_V12_M1_Q30_slot07_seed907224013,reference/qualification_round39/small-medium/round39_small_medium_V12_M1_Q30_slot07_seed907224013.txt,7e7420c416b21367353d44ba384092d0c3639c7c99366ae8b5b822637b711001,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__retain,L0,0,0.066725493719534776,false,False,True,False,2.8981964,1.9144244374628512,1.0,1.0590766938382445,0.0,0.8553477436246065,0,1,1,7,0,1,0.033445899,1e+100,0.2669019748781391,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4__L0__retain
